image,text,sym_num_dice,sym_values,sym_colours,sym_sizes
sample_02512.png,"The image shows a medium white die showing three, a medium yellow die showing six and a small purple die showing one.",3,3 6 1,white yellow purple,medium medium small
sample_02514.png,"The image shows a medium white die showing four, a medium red die showing six and a small white die showing two.",3,4 6 2,white red white,medium medium small
sample_02515.png,There are a small green die showing three and a small peach die showing two in the scene.,2,3 2,green peach,small small
sample_02517.png,There is one medium white die showing one.,1,1,white,medium
sample_02521.png,"This picture contains a large white die showing four, a small green die showing one and a small blue die showing one.",3,4 1 1,white green blue,large small small
sample_02522.png,"This picture contains a medium purple die showing five, a medium white die showing three and a medium yellow die showing two.",3,5 3 2,purple white yellow,medium medium medium
sample_02523.png,There are a large green die showing two and a medium purple die showing two in the scene.,2,2 2,green purple,large medium
sample_02524.png,The scene contains a large purple die showing one and a small purple die showing three.,2,1 3,purple purple,large small
sample_02527.png,"The scene contains a small red die showing three, a medium blue die showing two and a small peach die showing five.",3,3 2 5,red blue peach,small medium small
sample_02529.png,There are a small yellow die showing one and a small blue die showing six in the scene.,2,1 6,yellow blue,small small
sample_02530.png,"The scene contains a large blue die showing four, a small purple die showing six and a medium green die showing two.",3,4 6 2,blue purple green,large small medium
sample_02531.png,"The image shows a small green die showing three, a large yellow die showing three and a large peach die showing three.",3,3 3 3,green yellow peach,small large large
sample_02532.png,There is one medium blue die showing four.,1,4,blue,medium
sample_02534.png,"The image shows a medium white die showing five, a medium green die showing six and a medium blue die showing three.",3,5 6 3,white green blue,medium medium medium
sample_02536.png,There is one small yellow die showing one.,1,1,yellow,small
sample_02537.png,"This picture contains a medium yellow die showing three, a medium peach die showing one and a large yellow die showing five.",3,3 1 5,yellow peach yellow,medium medium large
sample_02538.png,"There are a small red die showing six, a medium red die showing six and a medium blue die showing two in the scene.",3,6 6 2,red red blue,small medium medium
sample_02539.png,The scene contains a large green die showing four and a medium green die showing four.,2,4 4,green green,large medium
sample_02541.png,This picture contains a small yellow die showing two and a medium white die showing five.,2,2 5,yellow white,small medium
sample_02542.png,"The scene contains a small blue die showing five, a medium blue die showing three and a small green die showing two.",3,5 3 2,blue blue green,small medium small
sample_02543.png,"The scene contains a medium peach die showing six, a large blue die showing two and a large red die showing six.",3,6 2 6,peach blue red,medium large large
sample_02544.png,"There are a large yellow die showing three, a large yellow die showing six and a large white die showing five in the scene.",3,3 6 5,yellow yellow white,large large large
sample_02545.png,This picture contains a large green die displaying five.,1,5,green,large
sample_02548.png,"The image shows a small green die showing three, a medium yellow die showing five and a small peach die showing three.",3,3 5 3,green yellow peach,small medium small
sample_02549.png,"The image shows a large red die showing two, a large green die showing four and a small blue die showing four.",3,2 4 4,red green blue,large large small
sample_02550.png,The image shows a small blue die showing two and a small peach die showing six.,2,2 6,blue peach,small small
sample_02552.png,"The scene contains a large green die showing three, a large white die showing six and a small green die showing three.",3,3 6 3,green white green,large large small
sample_02553.png,There are a medium blue die showing two and a medium purple die showing six in the scene.,2,2 6,blue purple,medium medium
sample_02554.png,The image shows one small purple die with value three.,1,3,purple,small
sample_02556.png,The image shows one large peach die with value four.,1,4,peach,large
sample_02557.png,"This picture contains a medium yellow die showing one, a medium green die showing two and a medium yellow die showing three.",3,1 2 3,yellow green yellow,medium medium medium
sample_02559.png,The scene contains a medium white die showing one and a medium red die showing four.,2,1 4,white red,medium medium
sample_02561.png,There are 2 small red dice showing six and three.,2,6 3,red red,small small
sample_02562.png,There is one large red die showing two.,1,2,red,large
sample_02563.png,"The scene contains a medium blue die showing two, a small red die showing six and a small yellow die showing five.",3,2 6 5,blue red yellow,medium small small
sample_02564.png,"The image shows a large white die showing two, a medium peach die showing four and a small blue die showing six.",3,2 4 6,white peach blue,large medium small
sample_02565.png,There is one small white die showing five.,1,5,white,small
sample_02566.png,This picture contains a small blue die displaying six.,1,6,blue,small
sample_02567.png,"The image shows a large red die showing five, a small yellow die showing two and a large peach die showing two.",3,5 2 2,red yellow peach,large small large
sample_02568.png,This picture contains a medium purple die displaying five.,1,5,purple,medium
sample_02569.png,A small blue die is shown with a value of four.,1,4,blue,small
sample_02571.png,This picture contains a small peach die showing three and a large red die showing three.,2,3 3,peach red,small large
sample_02573.png,This picture contains a large white die displaying two.,1,2,white,large
sample_02574.png,The scene contains a small red die showing four and a large blue die showing one.,2,4 1,red blue,small large
sample_02575.png,This picture contains a large green die displaying one.,1,1,green,large
sample_02576.png,"This picture contains a small peach die showing one, a small yellow die showing three and a medium yellow die showing two.",3,1 3 2,peach yellow yellow,small small medium
sample_02577.png,There are a medium purple die showing six and a small white die showing three in the scene.,2,6 3,purple white,medium small
sample_02578.png,There is one small yellow die showing two.,1,2,yellow,small
sample_02579.png,The scene contains a small peach die showing six and a medium green die showing five.,2,6 5,peach green,small medium
sample_02580.png,The image shows a large purple die showing two and a small green die showing four.,2,2 4,purple green,large small
sample_02581.png,"The scene contains a medium white die showing three, a large green die showing six and a large purple die showing three.",3,3 6 3,white green purple,medium large large
sample_02582.png,"This picture contains a large white die showing five, a small green die showing four and a small yellow die showing six.",3,5 4 6,white green yellow,large small small
sample_02583.png,This picture contains a small red die displaying three.,1,3,red,small
sample_02584.png,"There are a medium green die showing five, a small purple die showing three and a medium purple die showing three in the scene.",3,5 3 3,green purple purple,medium small medium
sample_02586.png,A medium yellow die is shown with a value of four.,1,4,yellow,medium
sample_02589.png,"This picture contains a small peach die showing four, a medium white die showing one and a medium yellow die showing six.",3,4 1 6,peach white yellow,small medium medium
sample_02591.png,"The scene contains a small purple die showing five, a large blue die showing six and a large yellow die showing four.",3,5 6 4,purple blue yellow,small large large
sample_02595.png,"This picture contains a medium purple die showing two, a medium yellow die showing one and a medium purple die showing three.",3,2 1 3,purple yellow purple,medium medium medium
sample_02596.png,The image shows one large purple die with value two.,1,2,purple,large
sample_02597.png,The image shows a medium yellow die showing three and a large peach die showing one.,2,3 1,yellow peach,medium large
sample_02598.png,There is one medium yellow die showing three.,1,3,yellow,medium
sample_02599.png,A large blue die is shown with a value of six.,1,6,blue,large
sample_02600.png,There is one medium yellow die showing four.,1,4,yellow,medium
sample_02603.png,There is one small white die showing one.,1,1,white,small
sample_02604.png,The scene contains a large red die showing two and a large green die showing two.,2,2 2,red green,large large
sample_02605.png,"This picture contains a large red die showing two, a large white die showing two and a medium red die showing one.",3,2 2 1,red white red,large large medium
sample_02606.png,There is one large blue die showing one.,1,1,blue,large
sample_02607.png,A large red die is shown with a value of six.,1,6,red,large
sample_02608.png,The image shows a small green die showing one and a medium white die showing one.,2,1 1,green white,small medium
sample_02609.png,There is one medium red die showing three.,1,3,red,medium
sample_02610.png,"There are a large white die showing six, a large yellow die showing three and a large white die showing three in the scene.",3,6 3 3,white yellow white,large large large
sample_02611.png,"The image shows a small purple die showing two, a large green die showing five and a medium green die showing six.",3,2 5 6,purple green green,small large medium
sample_02614.png,"There are a large yellow die showing six, a large yellow die showing one and a large blue die showing two in the scene.",3,6 1 2,yellow yellow blue,large large large
sample_02616.png,This picture contains a small white die displaying three.,1,3,white,small
sample_02619.png,The image shows a medium green die showing three and a small yellow die showing three.,2,3 3,green yellow,medium small
sample_02620.png,"The image shows a large red die showing five, a medium peach die showing five and a small green die showing five.",3,5 5 5,red peach green,large medium small
sample_02621.png,This picture contains 2 medium purple dice displaying five and one.,2,5 1,purple purple,medium medium
sample_02622.png,The image shows a large blue die showing two and a medium red die showing four.,2,2 4,blue red,large medium
sample_02623.png,This picture contains a large red die showing five and a medium yellow die showing five.,2,5 5,red yellow,large medium
sample_02624.png,"This picture contains a medium red die showing five, a small red die showing two and a large yellow die showing four.",3,5 2 4,red red yellow,medium small large
sample_02625.png,The scene contains a small peach die showing one and a large blue die showing five.,2,1 5,peach blue,small large
sample_02627.png,"This picture contains a large green die showing two, a large blue die showing six and a small purple die showing five.",3,2 6 5,green blue purple,large large small
sample_02628.png,"This picture contains a small white die showing three, a large white die showing four and a large peach die showing two.",3,3 4 2,white white peach,small large large
sample_02629.png,A large purple die is shown with a value of two.,1,2,purple,large
sample_02631.png,"This picture contains a small peach die showing four, a medium green die showing three and a small green die showing six.",3,4 3 6,peach green green,small medium small
sample_02632.png,This picture contains a small red die showing five and a large blue die showing five.,2,5 5,red blue,small large
sample_02633.png,"There are a small green die showing three, a large red die showing six and a large red die showing two in the scene.",3,3 6 2,green red red,small large large
sample_02634.png,The image shows one large yellow die with value three.,1,3,yellow,large
sample_02635.png,"This picture contains a medium blue die showing four, a medium white die showing three and a medium green die showing one.",3,4 3 1,blue white green,medium medium medium
sample_02636.png,"The scene contains a medium red die showing one, a medium green die showing three and a small peach die showing six.",3,1 3 6,red green peach,medium medium small
sample_02637.png,The image shows one small blue die with value six.,1,6,blue,small
sample_02642.png,The image shows 2 small peach dice with values three and one.,2,3 1,peach peach,small small
sample_02645.png,The image shows a large blue die showing one and a medium purple die showing four.,2,1 4,blue purple,large medium
sample_02647.png,There are a medium green die showing five and a medium purple die showing one in the scene.,2,5 1,green purple,medium medium
sample_02649.png,"The scene contains a large purple die showing four, a small peach die showing two and a large yellow die showing five.",3,4 2 5,purple peach yellow,large small large
sample_02651.png,The image shows one large red die with value five.,1,5,red,large
sample_02652.png,The image shows one medium white die with value three.,1,3,white,medium
sample_02653.png,"The scene contains a medium blue die showing three, a small purple die showing two and a large blue die showing five.",3,3 2 5,blue purple blue,medium small large
sample_02656.png,There is one large yellow die showing six.,1,6,yellow,large
sample_02657.png,There is one large yellow die showing four.,1,4,yellow,large
sample_02658.png,"This picture contains a medium yellow die showing three, a small peach die showing six and a large white die showing one.",3,3 6 1,yellow peach white,medium small large
sample_02659.png,"There are a large blue die showing two, a large blue die showing two and a small blue die showing five in the scene.",3,2 2 5,blue blue blue,large large small
sample_02660.png,This picture contains a medium yellow die displaying one.,1,1,yellow,medium
sample_02662.png,There is one large white die showing four.,1,4,white,large
sample_02663.png,"There are a large purple die showing five, a medium peach die showing four and a small peach die showing one in the scene.",3,5 4 1,purple peach peach,large medium small
sample_02664.png,A small white die is shown with a value of one.,1,1,white,small
sample_02665.png,There are 2 medium purple dice showing five and three.,2,5 3,purple purple,medium medium
sample_02666.png,"There are a medium yellow die showing three, a large white die showing six and a small white die showing one in the scene.",3,3 6 1,yellow white white,medium large small
sample_02667.png,The image shows one small peach die with value five.,1,5,peach,small
sample_02670.png,The image shows one large white die with value one.,1,1,white,large
sample_02671.png,The image shows one medium yellow die with value three.,1,3,yellow,medium
sample_02672.png,A large blue die is shown with a value of one.,1,1,blue,large
sample_02673.png,This picture contains a medium red die showing one and a medium blue die showing six.,2,1 6,red blue,medium medium
sample_02674.png,The scene contains a medium yellow die showing three and a small red die showing one.,2,3 1,yellow red,medium small
sample_02678.png,"The scene contains a large peach die showing three, a small peach die showing two and a large green die showing three.",3,3 2 3,peach peach green,large small large
sample_02680.png,There are a small white die showing six and a medium blue die showing two in the scene.,2,6 2,white blue,small medium
sample_02681.png,This picture contains a small green die displaying five.,1,5,green,small
sample_02682.png,This picture contains a medium peach die displaying four.,1,4,peach,medium
sample_02683.png,This picture contains a medium yellow die displaying six.,1,6,yellow,medium
sample_02684.png,This picture contains a medium yellow die displaying one.,1,1,yellow,medium
sample_02685.png,There is one large peach die showing one.,1,1,peach,large
sample_02687.png,"The image shows a medium yellow die showing two, a small peach die showing one and a medium purple die showing five.",3,2 1 5,yellow peach purple,medium small medium
sample_02688.png,"The image shows a small yellow die showing five, a large peach die showing four and a small white die showing one.",3,5 4 1,yellow peach white,small large small
sample_02689.png,"This picture contains a small yellow die showing five, a small blue die showing two and a large yellow die showing four.",3,5 2 4,yellow blue yellow,small small large
sample_02690.png,The image shows a large yellow die showing one and a medium yellow die showing five.,2,1 5,yellow yellow,large medium
sample_02691.png,"This picture contains a small red die showing six, a small green die showing two and a small red die showing two.",3,6 2 2,red green red,small small small
sample_02692.png,"There are a large red die showing six, a large green die showing one and a large purple die showing four in the scene.",3,6 1 4,red green purple,large large large
sample_02693.png,This picture contains a medium purple die displaying five.,1,5,purple,medium
sample_02694.png,"This picture contains a medium blue die showing four, a large yellow die showing one and a medium red die showing two.",3,4 1 2,blue yellow red,medium large medium
sample_02695.png,There are a small green die showing four and a medium blue die showing four in the scene.,2,4 4,green blue,small medium
sample_02698.png,There is one small red die showing five.,1,5,red,small
sample_02699.png,"The scene contains a large yellow die showing four, a large purple die showing five and a small purple die showing six.",3,4 5 6,yellow purple purple,large large small
sample_02702.png,"This picture contains a medium green die showing one, a large yellow die showing three and a large purple die showing one.",3,1 3 1,green yellow purple,medium large large
sample_02703.png,The image shows a small blue die showing five and a small purple die showing four.,2,5 4,blue purple,small small
sample_02705.png,"This picture contains a medium red die showing two, a large yellow die showing four and a small white die showing two.",3,2 4 2,red yellow white,medium large small
sample_02706.png,This picture contains a large red die showing three and a small green die showing one.,2,3 1,red green,large small
sample_02707.png,"The image shows a medium white die showing three, a small peach die showing one and a small peach die showing six.",3,3 1 6,white peach peach,medium small small
sample_02710.png,This picture contains a medium purple die displaying one.,1,1,purple,medium
sample_02711.png,There is one medium white die showing three.,1,3,white,medium
sample_02712.png,"There are a medium peach die showing six, a large blue die showing three and a large peach die showing four in the scene.",3,6 3 4,peach blue peach,medium large large
sample_02713.png,A large green die is shown with a value of five.,1,5,green,large
sample_02714.png,"This picture contains a large green die showing one, a large red die showing three and a medium white die showing one.",3,1 3 1,green red white,large large medium
sample_02715.png,There are a large yellow die showing two and a medium yellow die showing two in the scene.,2,2 2,yellow yellow,large medium
sample_02716.png,There are a small blue die showing five and a medium peach die showing one in the scene.,2,5 1,blue peach,small medium
sample_02719.png,There are a large purple die showing two and a small white die showing five in the scene.,2,2 5,purple white,large small
sample_02722.png,The scene contains a large green die showing two and a medium yellow die showing two.,2,2 2,green yellow,large medium
sample_02723.png,The image shows one medium blue die with value five.,1,5,blue,medium
sample_02725.png,"The image shows a medium peach die showing four, a large white die showing five and a small white die showing five.",3,4 5 5,peach white white,medium large small
sample_02726.png,This picture contains a large peach die displaying six.,1,6,peach,large
sample_02727.png,The image shows one large yellow die with value two.,1,2,yellow,large
sample_02728.png,This picture contains a large peach die displaying two.,1,2,peach,large
sample_02729.png,"There are a large peach die showing four, a medium blue die showing six and a small purple die showing six in the scene.",3,4 6 6,peach blue purple,large medium small
sample_02730.png,"The image shows a large purple die showing two, a small yellow die showing two and a medium green die showing four.",3,2 2 4,purple yellow green,large small medium
sample_02732.png,There are a small yellow die showing five and a large blue die showing four in the scene.,2,5 4,yellow blue,small large
sample_02733.png,The image shows a medium blue die showing four and a large blue die showing one.,2,4 1,blue blue,medium large
sample_02734.png,This picture contains a small red die displaying six.,1,6,red,small
sample_02735.png,This picture contains a large purple die displaying one.,1,1,purple,large
sample_02736.png,There are a small red die showing one and a large white die showing three in the scene.,2,1 3,red white,small large
sample_02738.png,The image shows a medium purple die showing three and a medium yellow die showing three.,2,3 3,purple yellow,medium medium
sample_02739.png,There is one medium green die showing six.,1,6,green,medium
sample_02740.png,"This picture contains a large purple die showing one, a large yellow die showing four and a large blue die showing two.",3,1 4 2,purple yellow blue,large large large
sample_02741.png,The scene contains a medium red die showing four and a small green die showing six.,2,4 6,red green,medium small
sample_02742.png,This picture contains a medium red die displaying two.,1,2,red,medium
sample_02743.png,"This picture contains a small green die showing three, a small purple die showing three and a medium peach die showing three.",3,3 3 3,green purple peach,small small medium
sample_02744.png,"This picture contains a large peach die showing five, a small peach die showing one and a large peach die showing five.",3,5 1 5,peach peach peach,large small large
sample_02745.png,This picture contains a small green die displaying three.,1,3,green,small
sample_02746.png,There is one medium red die showing five.,1,5,red,medium
sample_02747.png,There are a large peach die showing one and a small white die showing four in the scene.,2,1 4,peach white,large small
sample_02749.png,The image shows one small green die with value six.,1,6,green,small
sample_02752.png,"A scene with 2 large blue dice is shown, displaying five and four.",2,5 4,blue blue,large large
sample_02753.png,This picture contains a small red die displaying four.,1,4,red,small
sample_02755.png,"This picture contains a small white die showing one, a medium peach die showing five and a large peach die showing four.",3,1 5 4,white peach peach,small medium large
sample_02756.png,There is one medium yellow die showing six.,1,6,yellow,medium
sample_02758.png,There are a medium white die showing five and a medium peach die showing five in the scene.,2,5 5,white peach,medium medium
sample_02760.png,This picture contains a small yellow die displaying two.,1,2,yellow,small
sample_02761.png,The image shows one medium yellow die with value five.,1,5,yellow,medium
sample_02762.png,A small peach die is shown with a value of four.,1,4,peach,small
sample_02763.png,The scene contains a medium blue die showing six and a medium yellow die showing five.,2,6 5,blue yellow,medium medium
sample_02765.png,"The image shows a medium red die showing one, a small peach die showing two and a large yellow die showing three.",3,1 2 3,red peach yellow,medium small large
sample_02766.png,"This picture contains a medium yellow die showing four, a medium yellow die showing five and a medium blue die showing one.",3,4 5 1,yellow yellow blue,medium medium medium
sample_02767.png,"The scene contains a large green die showing two, a large white die showing five and a small purple die showing five.",3,2 5 5,green white purple,large large small
sample_02768.png,"This picture contains a small peach die showing four, a small green die showing five and a large blue die showing two.",3,4 5 2,peach green blue,small small large
sample_02769.png,"This picture contains a medium blue die showing one, a large white die showing five and a medium purple die showing six.",3,1 5 6,blue white purple,medium large medium
sample_02770.png,A large white die is shown with a value of four.,1,4,white,large
sample_02771.png,The image shows a large green die showing five and a large red die showing one.,2,5 1,green red,large large
sample_02773.png,"The image shows a medium peach die showing one, a medium white die showing three and a small white die showing three.",3,1 3 3,peach white white,medium medium small
sample_02775.png,A small purple die is shown with a value of four.,1,4,purple,small
sample_02776.png,"There are a medium peach die showing two, a medium green die showing three and a medium white die showing five in the scene.",3,2 3 5,peach green white,medium medium medium
sample_02777.png,There are a medium red die showing five and a small purple die showing six in the scene.,2,5 6,red purple,medium small
sample_02779.png,"There are a small blue die showing one, a medium purple die showing four and a large peach die showing five in the scene.",3,1 4 5,blue purple peach,small medium large
sample_02780.png,"This picture contains a large green die showing five, a medium purple die showing four and a small yellow die showing five.",3,5 4 5,green purple yellow,large medium small
sample_02781.png,"The image shows a small yellow die showing three, a medium blue die showing six and a medium blue die showing one.",3,3 6 1,yellow blue blue,small medium medium
sample_02782.png,This picture contains a medium green die showing six and a large peach die showing one.,2,6 1,green peach,medium large
sample_02783.png,This picture contains a large white die showing four and a medium purple die showing four.,2,4 4,white purple,large medium
sample_02784.png,There is one large blue die showing four.,1,4,blue,large
sample_02785.png,There are 2 large blue dice showing five and two.,2,5 2,blue blue,large large
sample_02786.png,"The image shows a small green die showing five, a medium peach die showing two and a medium red die showing three.",3,5 2 3,green peach red,small medium medium
sample_02787.png,"There are a large yellow die showing five, a medium yellow die showing six and a small red die showing three in the scene.",3,5 6 3,yellow yellow red,large medium small
sample_02788.png,"The scene contains a medium yellow die showing six, a small peach die showing one and a small blue die showing three.",3,6 1 3,yellow peach blue,medium small small
sample_02789.png,"The scene contains a large peach die showing two, a medium red die showing six and a medium peach die showing one.",3,2 6 1,peach red peach,large medium medium
sample_02790.png,"There are a large peach die showing five, a large blue die showing three and a small green die showing one in the scene.",3,5 3 1,peach blue green,large large small
sample_02791.png,The image shows a medium white die showing three and a large purple die showing five.,2,3 5,white purple,medium large
sample_02792.png,There is one medium white die showing six.,1,6,white,medium
sample_02793.png,There are a medium purple die showing five and a medium white die showing four in the scene.,2,5 4,purple white,medium medium
sample_02795.png,"The image shows a small yellow die showing six, a large peach die showing five and a medium green die showing three.",3,6 5 3,yellow peach green,small large medium
sample_02796.png,"The image shows a small yellow die showing four, a large green die showing one and a large white die showing five.",3,4 1 5,yellow green white,small large large
sample_02797.png,The image shows one small yellow die with value five.,1,5,yellow,small
sample_02799.png,The scene contains a small white die showing five and a medium red die showing three.,2,5 3,white red,small medium
sample_02801.png,"The scene contains a large purple die showing two, a small green die showing one and a medium red die showing five.",3,2 1 5,purple green red,large small medium
sample_02802.png,This picture contains a large purple die displaying three.,1,3,purple,large
sample_02803.png,The image shows a small peach die showing four and a medium green die showing five.,2,4 5,peach green,small medium
sample_02804.png,The image shows a small yellow die showing five and a medium yellow die showing five.,2,5 5,yellow yellow,small medium
sample_02806.png,"The image shows a small red die showing six, a medium red die showing one and a medium peach die showing five.",3,6 1 5,red red peach,small medium medium
sample_02807.png,The scene contains a large purple die showing four and a medium green die showing six.,2,4 6,purple green,large medium
sample_02808.png,This picture contains a large red die displaying six.,1,6,red,large
sample_02809.png,This picture contains a small green die displaying four.,1,4,green,small
sample_02813.png,"This picture contains a large blue die showing four, a large blue die showing three and a small red die showing one.",3,4 3 1,blue blue red,large large small
sample_02815.png,"The image shows a large blue die showing five, a small red die showing six and a medium red die showing six.",3,5 6 6,blue red red,large small medium
sample_02818.png,"The scene contains a small red die showing four, a small yellow die showing one and a medium red die showing four.",3,4 1 4,red yellow red,small small medium
sample_02819.png,There are a small green die showing two and a medium peach die showing four in the scene.,2,2 4,green peach,small medium
sample_02820.png,This picture contains a medium purple die displaying four.,1,4,purple,medium
sample_02821.png,A small purple die is shown with a value of two.,1,2,purple,small
sample_02825.png,The image shows one medium white die with value three.,1,3,white,medium
sample_02826.png,This picture contains a large yellow die showing one and a small green die showing one.,2,1 1,yellow green,large small
sample_02827.png,The image shows one large purple die with value three.,1,3,purple,large
sample_02829.png,"The scene contains a small purple die showing three, a small blue die showing one and a large peach die showing one.",3,3 1 1,purple blue peach,small small large
sample_02830.png,"The scene contains a small red die showing two, a small peach die showing six and a small yellow die showing two.",3,2 6 2,red peach yellow,small small small
sample_02831.png,The scene contains a large red die showing two and a small white die showing four.,2,2 4,red white,large small
sample_02833.png,The scene contains a medium blue die showing five and a large white die showing six.,2,5 6,blue white,medium large
sample_02834.png,A large yellow die is shown with a value of five.,1,5,yellow,large
sample_02836.png,The image shows one medium blue die with value four.,1,4,blue,medium
sample_02837.png,This picture contains a small white die showing three and a medium blue die showing five.,2,3 5,white blue,small medium
sample_02839.png,The image shows one large red die with value two.,1,2,red,large
sample_02840.png,This picture contains a small peach die displaying two.,1,2,peach,small
sample_02841.png,The scene contains a medium purple die showing one and a medium peach die showing two.,2,1 2,purple peach,medium medium
sample_02842.png,The image shows one large purple die with value five.,1,5,purple,large
sample_02843.png,"The image shows a small peach die showing two, a small peach die showing five and a small red die showing two.",3,2 5 2,peach peach red,small small small
sample_02844.png,The image shows one small white die with value six.,1,6,white,small
sample_02845.png,The image shows one medium green die with value two.,1,2,green,medium
sample_02846.png,The scene contains a small purple die showing two and a medium red die showing four.,2,2 4,purple red,small medium
sample_02847.png,A small red die is shown with a value of two.,1,2,red,small
sample_02848.png,"The image shows a medium purple die showing one, a small white die showing two and a large green die showing two.",3,1 2 2,purple white green,medium small large
sample_02849.png,The scene contains a large white die showing four and a medium green die showing two.,2,4 2,white green,large medium
sample_02850.png,The scene contains a large white die showing three and a small purple die showing five.,2,3 5,white purple,large small
sample_02851.png,"There are a medium green die showing five, a large blue die showing six and a large green die showing two in the scene.",3,5 6 2,green blue green,medium large large
sample_02852.png,There are a medium white die showing three and a medium purple die showing two in the scene.,2,3 2,white purple,medium medium
sample_02853.png,This picture contains a medium yellow die displaying four.,1,4,yellow,medium
sample_02854.png,This picture contains a medium peach die displaying six.,1,6,peach,medium
sample_02855.png,The scene contains a large white die showing five and a small green die showing five.,2,5 5,white green,large small
sample_02856.png,There is one small white die showing three.,1,3,white,small
sample_02857.png,This picture contains a medium green die displaying five.,1,5,green,medium
sample_02858.png,"There are a medium white die showing four, a large green die showing five and a large purple die showing four in the scene.",3,4 5 4,white green purple,medium large large
sample_02861.png,"There are a small yellow die showing one, a small white die showing five and a small red die showing two in the scene.",3,1 5 2,yellow white red,small small small
sample_02862.png,The image shows one medium red die with value three.,1,3,red,medium
sample_02863.png,"The scene contains a small red die showing five, a small peach die showing one and a medium red die showing five.",3,5 1 5,red peach red,small small medium
sample_02864.png,"There are a large yellow die showing one, a large purple die showing three and a small blue die showing four in the scene.",3,1 3 4,yellow purple blue,large large small
sample_02867.png,"There are a large red die showing four, a medium green die showing two and a large green die showing five in the scene.",3,4 2 5,red green green,large medium large
sample_02870.png,"The image shows a medium yellow die showing two, a small purple die showing three and a small blue die showing one.",3,2 3 1,yellow purple blue,medium small small
sample_02871.png,The scene contains a large red die showing one and a medium yellow die showing one.,2,1 1,red yellow,large medium
sample_02877.png,"The image shows a small peach die showing five, a large blue die showing four and a large blue die showing five.",3,5 4 5,peach blue blue,small large large
sample_02878.png,The image shows one small green die with value two.,1,2,green,small
sample_02879.png,This picture contains a medium peach die showing five and a large yellow die showing five.,2,5 5,peach yellow,medium large
sample_02881.png,The image shows one medium red die with value five.,1,5,red,medium
sample_02882.png,"This picture contains a medium red die showing four, a large yellow die showing six and a large green die showing one.",3,4 6 1,red yellow green,medium large large
sample_02883.png,This picture contains a medium purple die displaying four.,1,4,purple,medium
sample_02884.png,There are a medium purple die showing five and a small green die showing three in the scene.,2,5 3,purple green,medium small
sample_02885.png,This picture contains a small green die displaying six.,1,6,green,small
sample_02888.png,The scene contains a medium green die showing one and a small white die showing three.,2,1 3,green white,medium small
sample_02890.png,This picture contains a small green die showing one and a large white die showing six.,2,1 6,green white,small large
sample_02891.png,There are a large yellow die showing five and a medium green die showing one in the scene.,2,5 1,yellow green,large medium
sample_02892.png,"The scene contains a large green die showing four, a medium peach die showing two and a medium red die showing six.",3,4 2 6,green peach red,large medium medium
sample_02894.png,The image shows a small purple die showing six and a small peach die showing five.,2,6 5,purple peach,small small
sample_02896.png,"The scene contains a large green die showing six, a small purple die showing three and a medium red die showing five.",3,6 3 5,green purple red,large small medium
sample_02897.png,There are a small blue die showing five and a small red die showing five in the scene.,2,5 5,blue red,small small
sample_02898.png,"The scene contains a medium blue die showing three, a medium peach die showing two and a small purple die showing four.",3,3 2 4,blue peach purple,medium medium small
sample_02899.png,There are a small yellow die showing three and a medium green die showing four in the scene.,2,3 4,yellow green,small medium
sample_02900.png,The scene contains a small red die showing four and a medium green die showing three.,2,4 3,red green,small medium
sample_02902.png,The image shows one medium red die with value one.,1,1,red,medium
sample_02903.png,"The image shows a small yellow die showing three, a small red die showing four and a medium blue die showing five.",3,3 4 5,yellow red blue,small small medium
sample_02904.png,The image shows a large green die showing four and a small blue die showing six.,2,4 6,green blue,large small
sample_02906.png,"The scene contains a small peach die showing four, a medium blue die showing five and a large purple die showing five.",3,4 5 5,peach blue purple,small medium large
sample_02907.png,There is one small green die showing two.,1,2,green,small
sample_02911.png,"There are a small purple die showing four, a large blue die showing two and a small blue die showing five in the scene.",3,4 2 5,purple blue blue,small large small
sample_02913.png,"A scene with 2 large purple dice is shown, displaying one and one.",2,1 1,purple purple,large large
sample_02914.png,There is one medium blue die showing two.,1,2,blue,medium
sample_02915.png,A large red die is shown with a value of one.,1,1,red,large
sample_02916.png,This picture contains a medium purple die showing six and a medium yellow die showing four.,2,6 4,purple yellow,medium medium
sample_02917.png,The scene contains a small red die showing four and a large purple die showing one.,2,4 1,red purple,small large
sample_02918.png,"The scene contains a small purple die showing one, a large peach die showing one and a large peach die showing five.",3,1 1 5,purple peach peach,small large large
sample_02919.png,The image shows one small blue die with value six.,1,6,blue,small
sample_02920.png,There is one small red die showing one.,1,1,red,small
sample_02921.png,The image shows one medium peach die with value six.,1,6,peach,medium
sample_02922.png,A large purple die is shown with a value of one.,1,1,purple,large
sample_02924.png,"There are a small green die showing four, a small green die showing six and a small yellow die showing two in the scene.",3,4 6 2,green green yellow,small small small
sample_02927.png,"This picture contains a medium blue die showing three, a medium white die showing one and a small green die showing six.",3,3 1 6,blue white green,medium medium small
sample_02928.png,There are a large purple die showing one and a medium red die showing one in the scene.,2,1 1,purple red,large medium
sample_02929.png,The scene contains a medium purple die showing five and a medium blue die showing six.,2,5 6,purple blue,medium medium
sample_02931.png,"This picture contains a large yellow die showing four, a medium blue die showing four and a large yellow die showing two.",3,4 4 2,yellow blue yellow,large medium large
